,text,sentiment,label
679,"['@starlingbank', '@londoneriam', '@starlingbank', 'blocked', 'my', 'legitimate', 'purchase', 'of', 'cryptocurrency', 'when', 'i', 'have', 'asked', 'for', 'the', 'resctriction', 'amount', 'and', 'the', 'policy', 'this', 'was', 'the', 'response', 'essentially', 'they', 'are', 'saying', 'we', ""can't"", 'tell', 'you', 'how', 'much', 'of', 'your', 'own', 'money', 'you', 'can', 'spend', 'this', 'is', 'against', 'fca', 'no', 'policy', 'absurd', 'https://t', 'co/omymrhyjuv']",negative,crpyto
680,"['@ritomaidstone', '@natwest_help', '@natwestbusiness', ""i'll"", 'advise', 'you', 'text', '*dantechs55', '*', 'on', 'ig', 'i', 'was', 'also', 'have', 'similar', 'issues', 'but', 'all', 'thanks', 'to', 'him', 'very', 'good', 'at', 'what', 'he', 'does']",positive,general
681,"['@natwest_help', '@natwestbusiness', 'this', 'is', 'completely', 'absurd', 'and', 'not', 'a', 'great', 'first', 'impression', 'as', 'a', 'bank', 'for', 'which', 'i', 'want', 'to', 'switch', 'my', 'business', 'account', 'to', 'no', 'wonder', 'you', 'have', 'such', 'low', 'customer', 'satisfaction', 'levels', 'compared', 'to', 'other', 'banks']",negative,service - general
682,"['@revolutapp', ""i'll"", 'take', 'the', 'fact', 'you', ""haven't"", 'responded', 'as', 'a', 'yes', ""i've"", 'closed', 'my', 'account']",negative,general
683,"['hello', '@rbs_help', 'and', 'your', 'director', 'juliebblunden', '-', 'why', ""don't"", 'you', 'answer', 'my', 'letters', 'about', 'the', 'closure', 'of', 'childs', 'bank', '@jeffprestridge', 'https://t', 'co/hwpakgpych', 'via', '@mailonline']",negative,service - general
684,"['@revolutinsider', '@revolutapp', '@nstoronsky', 'stop', 'ignoring', 'that', 'your', 'employees', 'have', 'violated', 'federal', 'privacy', 'and', 'security', 'laws']",negative,general
685,"['you', 'guys', 'have', 'already', 'violated', 'federal', 'privacy', 'and', 'security', 'laws', 'dont', 'pretend', 'to', 'care', 'now', '@revolutinsider', '@revolutapp']",negative,general
686,"['the', 'latest', 'the', '3datawisemonkeys', 'daily', 'https://t', 'co/6yufohoq8e', 'thanks', 'to', '@cybraryit', '@gp_pulipaka', '@revolutapp', 'machinelearning', 'ai']",positive,general
687,"['@lloydsbank', 'debit', 'card', 'online', ""i'm"", 'moving', 'hotels', 'transfers', 'covid', 'test', 'etc', 'i', 'rang', 'the', 'only', 'number', 'i', 'have', 'i', 'also', 'use', 'the', 'app']",negative,service - digital
688,"['@natwest_help', ""i've"", 'tried', 'that', 'it', 'keeps', 'telling', 'me', 'to', 'phone']",negative,service - digital
689,"['@starlingbank', 'blocked', 'my', 'legitimate', 'purchase', 'of', 'cryptocurrency', 'when', 'i', 'have', 'asked', 'for', 'the', 'resctriction', 'amount', 'and', 'the', 'policy', 'this', 'was', 'the', 'response', 'essentially', 'they', 'are', 'saying', 'we', ""can't"", 'tell', 'you', 'how', 'much', 'of', 'your', 'own', 'money', 'you', 'can', 'spend', 'this', 'is', 'against', 'fca', 'no', 'policy', 'absurd', 'https://t', 'co/vfhr2fjcww']",negative,crpyto
690,"['@marciscoding', '@revolutapp', 'why', 'uk', 'only']",neutral,inquiry
691,"['@revolutapp', '@stevieripple', '@revolutinsider', 'where', 'is', 'the', 'solo', 'airdrop']",neutral,inquiry
692,"['@lloydsbank', 'hi', 'there', 'im', 'trying', 'to', 'get', 'into', 'my', 'lloyds', 'account', 'and', 'do', 'a', 'transfer', 'via', 'the', 'app', 'but', 'its', 'not', 'working', 'and', 'saying', 'theres', 'technical', 'issues', '-', 'is', 'the', 'app', 'down']",negative,service - digital
693,"['@revolutapp', 'hey', '@revolutapp', 'is', 'it', 'possible', 'that', 'your', 'service', 'will', 'suffer', 'from', 'the', 'international', 'sanctions', 'are', 'funds', 'safe']",neutral,activism
694,"['@santanderukhelp', 'no', 'i', 'received', '2', 'texts', 'to', 'ask', 'me', 'whether', 'i', 'was', 'trying', 'to', 'make', 'a', 'transaction', 'but', 'first', 'blocking', 'the', 'transaction', 'not', 'helpful', 'at', 'the', 'check', 'in', 'queue', 'had', 'to', 'use', 'alternative', 'means', 'of', 'payment', 'that', 'may', 'cost', 'me']",negative,service - general
695,"['@santanderukhelp', 'i', 'have', 'repeatedly', 'been', 'told', '(this', 'is', 'for', 'a', 'business', 'account)', 'that', 'this', 'is', 'no', 'longer', 'necessary', 'and', 'my', 'pin', 'number', 'is', 'all', 'i', 'would', 'need', 'for', 'verification', 'this', 'has', 'been', 'the', 'case', 'for', 'several', 'years']",negative,service - general
696,"['@halifaxbank', 'no', 'notes', 'had', 'i', 'known', 'this', 'was', 'going', 'to', 'happen', 'i', 'wouldve', 'saved', 'some', 'also', 'there', 'was', 'no', 'option', 'to', 'add', 'pics', 'unless', 'that', 'would', 'come', 'after', 'pressing', 'submit', 'instead', 'of', 'this', 'page', 'i', 'will', 'call', 'tomorrow', 'and', 'refuse', 'to', 'get', 'off', 'the', 'phone', 'until', 'i', 'get', 'a', 'remotely', 'satisfactory', 'outcome']",negative,service - general
697,"['@santanderukhelp', 'nothing', 'will', 'change', 'except', 'who', 'i', 'bank', 'with', '7', '50/', 'month', 'when', 'free', 'banking', 'is', 'available']",negative,service - general
698,"['@halifaxbank', 'you', 'did', 'however', 'send', 'me', 'a', 'generic', 'email', 'claiming', 'to', 'be', 'their', 'for', 'any', 'of', 'your', 'customers', 'who', 'had', 'been', 'effected', 'by', 'the', 'storms', 'last', 'wkend', 'hence', 'why', 'i', 'decided', 'to', 'try', 'make', 'my', 'claim', 'this', 'week', 'rather', 'than', 'next/tomorrow']",negative,service - general
699,"['@natwest_help', 'whilst', 'you', 'are', 'here', 'i', 'have', 'a', 'new', 'debit', 'card', 'contactless', 'not', 'working', 'anywhere', ""it's"", 'switched', 'from', 'visa', 'to', 'mastercard', 'is', 'this', 'usual', ""it's"", 'failed', 'so', 'many', 'places']",negative,service - general
700,"['barclays', 'has', 'opportunities', 'in', 'more', 'than', 'just', 'banking', 'and', 'finance', 'check', 'out', 'their', 'roles', 'in', 'data', '&amp', 'analytics', 'technology', 'operations', 'web', 'development', 'marketing', 'and', 'cyber', 'security', 'on', 'gradcracker', 'https://t', 'co/j4gemysrt8', '@barclaysuk', 'https://t', 'co/t0zchwaqvb']",positive,investors
701,"['@santanderukhelp', 'yeah', 'and', 'theres', 'not', 'is', 'there', 'an', 'other', 'option']",neutral,inquiry
702,"['@louisgtache', '@edenluucas1', '@cryptocom', '@binance', '@coinbase', '@revolutapp', 'memeforce', 'presale', 'feb', '28th', '10pm', 'utc', 'launch', 'mar', '1st', '10pm', 'utc', 'memeforce', 'is', 'a', 'cross', 'chain', 'launchpad', 'unique', 'launchpad', 'platform', 'ethereum/', 'bsc', 'bridge', 'heavy', 'marketing', 'dex/', 'cex', 'listings', 'p2e', 'game', 'exclusive', 'nfts', 'https://t', 'co/e3othpm60v']",neutral,crpyto
703,"['@monzo', 'can', 'we', 'not', 'please', 'https://t', 'co/dyw0e4wddh']",neutral,inquiry
704,"['@darrylmagher', '@lloydsbank', 'yet', 'again', 'the', 'disgusting', 'greedy', 'fat', 'cats', 'put', 'profit', 'above', 'people']",negative,activism
705,"['@santanderukhelp', 'hi', 'i', 'currently', 'have', 'a', 'mortgage', 'with', 'you', 'guys', 'and', 'selected', 'paper', 'free', 'correspondence', 'but', 'still', 'received', 'the', 'annual', 'summary', 'by', 'post', 'is', 'there', 'any', 'way', 'to', 'keep', 'it', 'by', 'email', 'only']",negative,service - general
706,"['@halifaxbank', 'can', 'you', 'arrange', 'a', 'call', 'back', 'for', 'me', 'i', 'have', 'been', 'talking', 'to', 'your', 'very', 'unhelpful', 'messaging', 'service', 'have', 'called', 'several', 'times', 'since', '8:30am', 'this', 'morning', 'and', 'spoke', 'to', 'numerous', 'people', 'and', 'still', 'no', 'clear', 'answer', 'to', 'my', 'question']",negative,service - general
707,"['@halifaxbank', 'hey', 'halifax', 'am', 'i', 'funding', 'the', 'invasion', 'of', 'ukraine', 'through', 'you', 'i', 'am', 'a', 'uk', 'bank', 'account', 'customer', 'of', 'yours', 'have', 'you', 'lent', 'my', 'money', 'to', 'any', 'companies', 'which', 'are', 'part', 'owned', 'by', 'sanctioned', 'people', 'or', 'by', 'the', 'russian', 'government', 'please', 'say', 'if', 'so']",negative,activism
708,"['@monzo', 'or', '@starlingbank', 'we', 'are', 'looking', 'for', 'new', 'business', 'account', 'are', 'you', 'accepting', 'new', 'client']",neutral,inquiry
709,"['@melmx__', '@monzo', 'can', 'you', 'let', 'us', 'know', 'please', 'because', 'we', 'didnt', 'ask', 'for', 'this', 'feature', 'and', 'quite', 'frankly', 'its', 'not', 'welcomed']",negative,service - digital
710,"['@santanderukhelp', 'well', 'you', 'were', 'supposed', 'to', 'ring', 'me', ""weren't"", 'you']",negative,service - general
711,"['@john_sandall', '@whatsapp', '@paypal', '@macpaw', '@sparkmailapp', '@readdle', '@snapchat', '@grammarly', '@revolutapp', '@solana', 'thanks', 'for', 'taking', 'the', 'time', 'out', 'and', 'mentioning', 'us']",positive,general
712,"['@santanderukhelp', 'hi', 'i', ""can't"", 'set', 'up', 'a', 's/o', 'for', 'the', 'last', 'working', 'day', 'of', 'the', 'month', 'through', 'online', 'banking', 'can', 'the', 'contact', 'centre', 'do', 'it', 'for', 'me']",neutral,service - digital
713,"['@halifaxbank', ""i've"", 'checked', 'my', 'online', 'banking', 'all', 'seems', 'ok', ""haven't"", 'had', 'any', 'issues', 'up', 'until', 'this', 'i', 'was', 'trying', 'to', 'buy', 'on', 'etsy', 'if', ""that's"", 'any', 'help', 'thanks']",neutral,service - digital
714,"['@monzo', 'its', 'only', 'been', '24hr', 'but', 'it', 'really', 'shouldnt', 'take', 'this', 'long', 'considering', 'the', 'minimum', 'is', 'time', 'is', '5', 'minutes']",negative,service - general
715,"['@halifaxbank', 'whys', 'it', 'so', 'hard', 'to', 'get', 'help', 'from', 'a', 'bank', 'for', 'people', 'who', 'work', 'i', 'dont', 'have', 'time', 'to', 'call', 'you', 'but', 'you', 'offer', 'a', 'messaging', 'service', 'that', 'is', 'only', 'run', 'by', 'a', 'robot', 'whats', 'the', 'point']",negative,service - general
716,"['@santanderukhelp', 'thanks', 'for', 'your', 'reply', ""i'm"", 'trying', 'to', 'claim', 'back', '45', 'booked', 'a', 'room', 'at', 'the', 'hare', '&amp', 'hounds', 'for', 'nye', 'through', 'https://t', 'co/vzalrngqk0', '2', 'days', 'before', 'our', 'arrival', 'the', 'hotel', 'cancelled', 'saying', 'they', 'had', 'no', 'rooms', 'spare', ""i've"", 'been', 'on', 'the', 'phone', 'to', ""'girlie'"", 'via', 'my', 'lounge', 'key', 'number']",neutral,service - general
717,"['@halifaxbank', '@govuk', 'kindly', 'support', 'and', 'show', 'some', 'love', 'for', 'ukraine']",positive,activism
718,"['@halifaxbank', 'thanks', ""i've"", 'done', 'that']",neutral,general
719,"['@halifaxbank', 'hi', 'scott', 'yeah', 'it', 'happens', 'on', 'both', ""there's"", 'no', 'updates', 'available', 'and', ""i've"", 'deleted', 'and', 'installed', 'again', 'it', 'still', 'happens']",neutral,service - digital
720,"['the', 'fucking', 'embarrassing', 'utter', 'disgrace', 'that', 'i', 'paid', 'in', '30', 'years', 'to', '@barclays', '@barclaysuk', 'packaged', 'travel', 'account', 'about', '3', 'grand', 'oh', 'my', 'partner', 'now', 'has', 'cancer', 'and', 'woe', 'we', ""don't"", 'cover', 'that', 'might', 'cost', 'us', 'too', 'much', 'fraud', 'nomorals', 'robbingbastards', 'scandal', 'corporate']",negative,fraud
721,"['oh', 'theyre', 'gonna', 'help', 'me', 'for', 'sure', 'like', 'you', 'said', 'yeah', 'bullshit', 'you', 'scamming', 'bitches', '@revolutapp']",negative,fraud
722,"['@halifaxbank', 'hey', 'scott', 'yes', 'i', 'can', 'log', 'on', 'via', 'the', 'desktop', 'site']",neutral,service - digital
723,"['@vccpbusiness', '@starlingbank', '@starlingbank', 'this', 'is', 'an', 'awareness', 'post', 'for', 'others', 'starling', 'feel', 'it', 'is', 'appropriate', 'and', 'ethical', 'to', 'stop', 'people', 'spending', 'their', 'own', 'money', 'on', 'legal', 'registered', 'businesses', 'without', 'being', 'able', 'to', 'provide', 'any', 'policies', 'that', 'are', 'in', 'line', 'with', 'the', 'fca', 'i', 'have', 'screen', 'shots', 'should', 'anyone', 'want']",negative,general
724,"['@santanderukhelp', 'promised', 'a', 'phone', 'call', 'in', '3', 'working', 'days', 're', 'credit', 'card', 'application', 'now', 'been', '5', 'and', 'no', 'call', 'poorcustomerservice']",negative,service - general
725,"['@revolutapp', 'one', 'of', 'revolut', 'founders', 'is', 'storonsky', 'his', 'father', 'nikolay', 'mironovich', 'storonsky', 'is', 'deputy', 'general', 'director', 'of', 'science', 'for', 'gazprom', 'promgaz', 'since', '2017', 'and', 'first', 'deputy', 'general', 'director', 'for', 'science', 'gazprom', 'promgaz', 'oao', '-', 'bbye', 'revolut']",negative,investors
726,"['@lon2018', '@revolutapp', 'all', 'share', 'and', 'repost']",neutral,general
727,"['@jadeite274', '@hsbc_uk', 'you', 'need', 'to', 'do', 'what', 'i', 'do', 'i', 'have', '2', 'passwords', 'a', 'standard', 'one', 'for', 'most', 'things', 'and', 'one', 'which', 'has', 'a', 'capital', 'letter', 'a', 'few', 'numbers', 'and', 'a', 'special', 'character', 'this', 'way', 'i', 'only', 'ever', 'have', '2', 'to', 'remember']",neutral,service - digital
728,"['@halifaxbank', 'are', 'you', 'sure', 'https://t', 'co/beadojvybo']",neutral,general
729,"['@natwest_help', 'yeah', 'they', 'were', 'because', 'i', 'have', 'not', 'been', 'able', 'to', 'log', 'into', 'my', 'acocunt', 'because', 'of', 'your', 'dumb', 'system', 'to', 'update', 'them', 'since', 'i', 'moved', '3', 'months', 'ago', 'how', 'is', 'it', 'secure', 'sending', 'codes', 'in', 'the', 'post', 'that', 'anyone', 'could', 'open', 'and', 'access', 'your', 'details']",negative,service - digital
730,"['@lloydsbank', 'have', 'the', 'best', 'adverts', 'blackhorses', 'blackhorse']",positive,general
731,"['@natwest_help', 'but', 'how', 'are', 'you', 'supposed', 'to', 'update', 'your', 'details', 'when', 'you', 'are', 'blocked', 'out', 'from', 'logging', 'in', 'because', 'you', 'cannot', 'remember', 'the', 'password', 'when', 'you', 'have', 'all', 'other', 'important', 'bank', 'related', 'details', 'you', 'used', 'to', 'be', 'able', 'to', 'sort', 'this', 'all', 'out', 'online', 'in', 'the', 'past', 'this', 'is', 'tim', 'consuming', 'waste']",negative,service - digital
732,"['@revolutapp', 'please', 'note:', 'https://t', 'co/3rfkcpotuf']",neutral,general
733,"['@smallthingscp', '@buryvcfa', '@mikewildmacc', '@what_claire_did', '@cooperativebank', 'oh', 'thankyou', 'it', 'feels', 'totally', 'upside', 'down', 'x']",neutral,inquiry
734,"['i', 'just', 'saw', 'that', '@halifaxbank', 'advert', 'filmed', 'in', 'my', 'hometown', 'looks', 'nothing', 'like', 'my', 'hometown', 'i', 'wish', 'my', 'hometown', 'looked', 'that', 'nice']",negative,general
735,"['@rdmperrygoogle1', '@monzo', 'i', 'can', 'help', 'you', 'leave', 'a', 'direct', 'message', 'for', 'me']",neutral,general
736,"['@monzo', 'thank', 'you', 'just', 'wondering', 'how', 'i', 'upgrade', 'my', 'joint', 'account', 'to', 'plus', 'please', 'its', 'that', 'account', 'id', 'want', 'the', 'virtual', 'cards', 'on', 'for', 'the', 'pots', 'not', 'my', 'personal', 'thanks']",neutral,general
737,"['@hsbc', '@hsbc_uk', 'pt2', 'your', 'interest', 'rates', 'at', 'the', 'moment', 'are', 'shocking']",negative,general
738,"['when', 'looking', 'for', 'banking', 'options', 'in', 'the', 'midst', 'of', 'war', 'in', 'ukraine', '@revolutapp', 'is', 'an', 'option', 'and', 'they', 'seem', 'to', 'be', 'attempting', 'to', 'do', 'things', 'right', 'https://t', 'co/oxbnot536m']",positive,activism
739,"['@no1feministt', '@revolutapp', 'shame', 'shame']",negative,general
740,"['@revolutapp', 'done']",positive,general
741,"['@revolutapp', 'is', 'my', 'money', 'safe', 'with', 'you', 'i', 'know', 'you', 'are', 'uk', 'based', 'company', 'but', 'have', 'russian', 'owners']",negative,activism
742,"['@speakerengine', '@monzo', 'think', 'yourself', 'lucky', 'i', 'had', 'a', 'monzo', 'account', 'for', 'somw', 'time', 'while', 'on', 'the', 'verge', 'of', 'moving', 'most', 'of', 'my', 'banking', 'to', 'them', 'i', 'got', 'a', 'curt', 'message', 'thatm', 'my', 'account', 'was', 'closed', 'no', 'reason', 'given', 'and', 'irrevocable', 'said', 'would', 'move', 'mone', 'to', 'another', 'bank', 'it', 'would', 'take', '5', 'weeks', 'glad', 'i', 'only', 'had', 'small', 'sum']",negative,general
743,"['does', 'anyone', 'know', 'if', '@revolutapp', 'is', 'russian', 'owned']",negative,activism
745,"['@revolutapp', 'declined', 'transaction', 'but', 'charged', 'me', 'anyway', 'failed', 'transaction', 'but', 'holding', 'funds', 'for', 'the', 'sake', 'of', 'it', 'customer', 'service', 'unhelpful', '-', 'computer', 'says', 'no', 'not', 'happy']",negative,service - digital
746,"['ive', 'just', 'made', 'a', 'donation', 'to', '@britishredcross', '@ifrcsa', 'using', '@revolutapp', 'but', 'no', 'uk', 'gift', 'aid', 'was', 'claimed', 'which', 'would', 'add', '25%', 'to', 'my', 'donation', 'revolut', 'are', 'claiming', '600k+', 'donations', 'from', 'customers', 'but', 'this', 'means', 'redcross', 'lost', 'out', 'on', '150k+', 'giftaid', 'please', 'do', 'not', 'donate', 'via', 'revolut']",negative,activism
747,"['@xiimxiim', '@revolutapp', 'i', 'lost', 'all', 'hope', 'and', 'felt', 'it', 'was', 'over', 'not', 'until', 'i', 'was', 'recommended', 'to', 'this', 'hardworking', 'man', 'net_dice_7', 'on', 'ig', 'by', 'a', 'friend', ""he's"", 'the', 'best', 'you', 'can', 'reach', 'him', 'on', ""what'sapp"", 'also', '+13322526583', 'he', 'is', 'amazing', 'message', 'them', 'for', 'help', 'now', 'https://t', 'co/rpfw24xcjx']",positive,investors
748,"['@halifaxbank', 'i', 'wondered', 'if', 'you', 'could', 'help-', 'my', 'late', 'aunty', 'opened', 'some', 'kind', 'of', 'bank', 'account', 'for', 'me', 'about', '25-30', 'years', 'ago', 'which', 'i', 'only', 'have', 'vague', 'recollection', 'about', 'i', 'remember', 'getting', 'a', 'cat', 'shaped', 'box', 'with', 'halifax', 'on', 'it', 'i', 'dont', 'have', 'an', 'account', 'number', 'or', 'anything', 'however']",negative,general
749,"['@halifaxbank', 'great', 'thank', 'you', 'just', 'found', 'an', 'image', 'online', 'of', 'exactly', 'what', 'i', 'had', 'would', 'be', 'great', 'to', 'find', 'out', 'theres', 'a', 'bit', 'of', 'money', 'in', 'it', 'haha', 'https://t', 'co/ld9md3zcll']",positive,general
750,"['i', 'have', 'a', 'french', 'card', 'in', '@revolutapp', 'linked', 'to', 'ko-fi', '-', 'it', 'should', 'be', 'fine', 'to', 'transfer', 'even', 'a', 'small', 'amount', 'will', 'be', 'very', 'helpful', 'i', 'will', 'also', 'open', 'commissions', 'as', 'soon', 'as', 'my', 'problem', 'with', 'living', 'is', 'solved']",neutral,general
751,"['@natwest_help', 'brill', 'thanks', 'for', 'your', 'help']",positive,general
752,"['yorkshire', 'business', 'confidence', 'on', 'upward', 'trajectory', '@lloydsbank', 'https://t', 'co/3h0ix6trvr']",positive,investors
753,"['feature', 'idea', 'for', '@starlingbank', '-', 'setup', 'automatic', 'disbursement', 'of', 'income', 'i', 'want', 'to', 'automatically', 'send', 'my', 'salary', 'to', 'spaces', 'and', 'joint', 'accounts', 'but', 'i', ""don't"", 'get', 'paid', 'on', 'a', 'fixed', 'date', '1/5']",neutral,inquiry
754,"['@revolutapp', 'thanks', 'following', 'now']",positive,general
755,"['@halifaxbank', 'surely', 'saying', '5', 'days', 'and', 'its', 'now', 'ten', 'dont', 'give', 'time', 'scales', 'if', 'cant', 'stick', 'to', 'them', 'this', 'was', 'started', 'in', 'december', 'its', 'nearly', 'march', 'now']",negative,service - general
756,"['@revolutapp', 'done']",positive,general
757,"['@halifaxbank', 'yes', 'ill', 'dm', 'you']",neutral,general
758,"['@hsbc_uk', 'is', 'hsbc', 'internet', 'banking', 'down']",negative,service - digital
759,"['@tsb', 'any', 'chance', 'the', 'mobile', 'app', 'will', 'be', 'back', 'working', 'soon']",negative,service - digital
760,"['@negrebalsamique', '@revolutapp', 'i', 'suggest', 'you', 'message', '@antitrafico_df', ""he's"", 'really', 'the', 'dude', 'who', 'was', 'able', 'to', 'restore', 'my', 'hacked', 'account', 'and', 'very', 'trustworthy', 'person', 'to', 'work', 'with']",negative,service - digital
761,"['@lloydsbank', 'nonsensical', 'advertising']",negative,general
762,"['happy', 'i', 'switched', 'to', '@barclaysuk', 'two', 'months', 'ago', 'payments', 'down', 'again', '@asknationwide', 'are', 'still', 'pants']",negative,service - digital
763,"['@santanderukhelp', 'i', 'did', 'it', 'online', 'i', 'have', 'done', 'it', 'before', '(last', 'month', ')', 'and', 'it', 'was', 'ok', 'but', 'now', 'i', 'need', 'it', 'because', 'i', 'want', 'to', 'actually', 'settle', 'it', 'just', 'doesnt', 'recognise', 'me', 'anymore']",negative,service - digital
764,"['@revolutapp', 'i', 'am', 'receiving', 'reminders', 'to', 'join', 'the', 'revolut', 'bank', 'and', 'i', 'was', 'interested', 'to', 'until', 'a', 'top', 'urgent', 'bank', 'transfer', 'of', 'more', 'than', '9000', 'usd', 'through', 'the', 'app', 'was', 'stucked', 'for', 'more', 'than', '15', 'days', 'now', 'with', 'someone', 'different', 'asking', 'me', 'each', 'day', 'to', 'be', 'patient', 'still', 'no', 'real', 'answer', 'what', 'a', 'shame']",negative,service - digital
765,"['@revolutapp', 'can', 'we', 'still', 'exchange', 'money', 'to', 'russian', 'ruble', 'or', 'is', 'it', 'not', 'a', 'good', 'idea', 'right', 'now', 'because', 'of', 'all', 'the', 'sanctions', 'is', 'there', 'a', 'risk', 'of', 'losing', 'money', 'that', 'i', 'already', 'exchanged', 'to', 'rubles']",neutral,inquiry
766,"['new', 'podcast:', 'i', 'went', 'inside', '@lloydsbank', 'to', 'chat', 'to', '@tomkegode', 'to', 'hear', 'how', 'an', 'employers', 'of', '70', '000', 'people', 'is', 'allowing', 'flexibility', 'to', 'shape', 'their', 'new', 'working', 'employees', 'are', 'invited', 'to', 'think', 'about', 'their', 'preferred', ""'work"", ""style'"", '-', 'home', 'hub', 'or', 'hybrid', 'https://t', 'co/k4oenfglq0']",positive,general
767,"['@santanderukhelp', 'i', 'need', 'an', 'emergency', 'overdraft', 'just', 'for', '15days']",negative,inquiry
768,"['really', 'looking', 'forward', 'to', 'this', ""afternoon's"", ""'learning"", 'lab', '-', 'talking', 'with', ""boys'"", 'w', '@searesource', '@tenderuk', '@futuremenuk', '@lloydsbank', 'and', 'boys', 'and', 'teachers', 'from', 'several', 'schools', 'the', ""event's"", 'at', 'capacity', 'but', 'hope', 'we', 'can', 'share', 'insights', 'widely', 'menandboysvoices']",positive,investors
769,"['@lspcrendering', '@barclaysuk', 'have', 'the', 'police', 'not', 'interviewed', 'the', 'solicitor', 'under', 'caution']",neutral,inquiry
770,"['@halifaxbank', 'disgusting', 'bully', 'boy', 'tactics', 'i', 'tried', 'to', 'make', 'a', 'payment', 'after', 'all', 'the', 'security', 'i', 'have', 'to', 'phone', '-', '30+mins', 'wait', 'payment', 'made', 'thro', 'another', 'bank', 'i', 'call', 'to', 'cancel', 'the', 'unpaid', 'payment', '20', 'mins', 'i', 'tell', 'your', 'agent', 'i', 'have', 'no', 'more', 'time', 'so', 'now', 'you', 'have', 'put', 'a', 'stop', 'on', 'my', 'account']",negative,service - general
771,"['@santanderukhelp', 'i', 'have', 'applied', 'before', 'and', 'been', 'turnd', 'down', 'just', 'wanted', 'a', 'short', 'term', 'solution']",negative,general
772,"['@cooperativebank', '25', 'min', 'in', 'the', 'phone', 'queue', 'given', 'up']",negative,service - general
773,"['@barclaysuk', ""you've"", 'sent', 'me', 'a', 'form', 'for', 'tax', 'residency', 'but', 'no', 'pre-paid', 'envelope', 'please', 'can', 'you', 'tell', 'me', 'who', 'i', 'post', 'this', 'to']",neutral,inquiry
774,"['@santanderukhelp', 'still', 'waiting', 'for', 'my', 'full', 'refund']",negative,general
775,"['@softdvil', '@juratejw', '@johnwalltooting', '@revolutapp', 'also', 'ceo', 'of', 'revolut', 'is', 'also', 'ceo', 'of', 'gazprom']",negative,activism
776,"['@natwest_help', 'is', 'there', 'a', 'problem', 'with', 'online', 'banking', 'keep', 'trying', 'to', 'reset', 'pin', 'password', 'but', 'comes', 'up', 'with', 'service', 'unavailable']",negative,service - digital
777,"['@btc_archive', 'i', 'want', 'too', 'but', '@revolutapp', 'doesnt', 'allow', 'it', 'its', 'been', 'promised', 'and', 'no', 'option', 'to', 'withdraw', 'a', 'joke']",negative,service - general
778,"['@chestylaroux87', '@natwest_help', 'since', 'my', 'first', 'tweet', 'my', 'payment', 'still', ""hasn't"", 'updated', 'my', 'balance', 'though', 'it', 'is', 'still', 'showing', 'up', 'paid', 'in', 'transactions', 'your', 'help', 'would', 'be', 'greatly', 'appreciated', 'thanks']",neutral,inquiry
779,"['@georgiebird3', '@hsbc_uk', 'hi', 'georgie', ""we're"", 'so', 'glad', 'to', 'hear', ""you're"", 'enjoying', 'your', 'account', 'with', 'us']",positive,general
780,"['@lloydsbank', '@naijagreenwich', 'you', 'cant', 'even', 'get', 'simple', 'instructions', 'and', 'communication', 'advice', 'right']",negative,general
781,"['@lloydsbank', 'love', 'this', 'so', 'much']",positive,general
782,"['@revolutapp', 'i', 'did', 'and', 'you', 'told', 'me', 'theres', 'nothing', 'you', 'can', 'do', 'please', 'go', 'waste', 'someone', 'elses', 'time', 'i', 'need', 'to', 'find', 'a', 'new', 'bank']",negative,service - general
783,"['@hsbc_uk', 'can', 'you', 'send', 'me', 'exact', 'instructions', 'on', 'how', 'to', 'set', 'up', 'a', 'new', 'payee', 'on', 'your', 'internet', 'bankning', 'so', 'that', 'i', 'can', 'talk', 'my', 'parents', 'through', 'how', 'to', 'do', 'it', 'last', 'time', 'they', 'had', 'problems']",neutral,inquiry
784,"['@hsbc_uk', 'i', 'have', 'been', 'asked', 'by', 'phone', 'from', 'someone', 'claiming', 'to', 'be', 'from', 'hsbc', 'to', 'email', 'a', 'document', 'to', 'them', 'with', 'the', 'email', 'address', 'cmb', 'okyc', 'response@hsbc', 'com', 'can', 'you', 'please', 'advise', 'if', 'this', 'is', 'a', 'legitimate', 'email', 'address']",neutral,inquiry
785,"['@schofe', '@lloydsbank', 'let', 'uk', 'people', 'go', 'over', 'fight', 'give', 'us', 'transport', 'help', 'us', 'help', 'ukraine', 'i', 'want', 'to', 'go', 'over', 'fight', 'help', 'them', 'come', 'on', 'uk', 'government', 'help', 'us', 'get', 'there', 'we', 'all', 'volunteering', 'ffs']",neutral,activism
786,"['@skyhelpteam', 'and', '@rbs_help', 'hi', ""i've"", 'sent', 'you', 'both', 'a', 'private', 'message']",neutral,general
787,"['@asknationwide', 'what', 'is', 'happening', 'at', 'the', 'moment', ""i've"", 'been', 'advised', ""there's"", 'delayed', 'payment', 'from', 'my', 'wages', '-', 'any', 'idea', 'when', 'this', 'will', 'be', 'online', 'i', 'am', 'considering', 'switching', 'to', '@starlingbank', 'seriously', 'at', 'the', 'moment']",negative,service - general
788,"['@tsb', 'is', 'there', 'problems', 'with', 'the', 'mobile', 'banking', 'app', 'this', 'morning', 'keep', 'getting', ""'oops"", ""sorry'"", 'on', 'the', 'payment', 'approval', 'page', 'not', 'ideal', 'when', 'things', 'need', 'paid']",negative,service - digital
