text,bank,sentiment,label,,bank,sentiment,label
Great to join our friends @XRShef outside @BarclaysUK in #Sheffield today. #Fossilfuels fuel the #ClimateCrisis. #betterwithoutbarclays @JuliaAArmstrong @LutheBlue @ShefGreenParent https://t.co/rPJcjAVkP6,,,,,,,
@monzo Can you give me details or where I find it on using my card abroad?,,,,,,,
@Leandro8209 @tranhelen @BankMercury @RevolutApp Christ. No. Unless you want to support a company that does stuff like this https://t.co/fdz4B4zawQ,,,,,,,
@GardenerSpike @JamesDelingpole @LloydsBank I’m thinking of moving my savings from Barclays to either Leeds building society or Yorkshire building society…I’ve got some physical pms and a small coinbase acc…but who knows what’s best?…,,,,,,,
@GrowMe13 @RevolutApp @BabyDogeCoin I have used @RevolutApp to buy @BabyDogeCoin and buy any crypto in general.,,,,,,,
@RevolutApp @AskAIB @bankofireland @permanenttsb Please do..this is a scam you are doing and should be exposed across all media !,,,,,,,
"@RevolutApp Hi @RevolutApp please be clear in your position in the #ukraine invasion by the Russian government. D o you condemn or not the attack by Russia? More is expected from a company of your scale. ""Ukraine has been heartbreaking for us"" that is what Russian government says as well...",,,,,,,
@mountvi1 @Morrisons @NatWest_Help Cash is king Simon.,,,,,,,
@bechillcomedian @RevolutApp Sounds like that needs reporting to @ICOnews....,,,,,,,
"@RevolutApp Thanks for opening irelands donation, 890,000 donated since this morning and 10million from our government. 💚🤍🧡💙💛",,,,,,,
"@srooteu @bechillcomedian @RevolutApp But there’s also right to be forgotten, etc. If they’re blocking access to their privacy officer, etc.... Not a lawyer or anything, my understanding is regulators generally look poorly upon things when it’s so clearly not being done in good faith.",,,,,,,
"@RevolutApp One of the founders is Ukrainian m, but the other one is Russian. And son of the Gazprom director.",,,,,,,
@bechillcomedian @RevolutApp Yikes!,,,,,,,
@HalifaxBank I want to ask u a question about online banking and it being suspended for forgetting the password and trying to log in😭😭,,,,,,,
@CarshaltonArt @efgbricklayer @melspence2 @lspcrendering @JoanneRossouw @CB69513469 @ixshopping @BarclaysUK @BankConfidenti1 @Nat_Worst @stevemiddi1 @Hercules_12th @HeenanGray @ConcernedInsid1 @Ian_Fraser @BankSigForgeCam @smepathfinder @CllrSebLeslie Messy !😁. Slap!,,,,,,,
@efgbricklayer @CarshaltonArt @lspcrendering @JoanneRossouw @mickmor16921994 @CB69513469 @ixshopping @BarclaysUK @BankConfidenti1 @Nat_Worst @stevemiddi1 @Hercules_12th @HeenanGray @ConcernedInsid1 @Ian_Fraser @BankSigForgeCam @smepathfinder @CllrSebLeslie Heaven help you if it involved Fred’s biscuits though…@Ian_Fraser,,,,,,,
"@HalifaxBank So Halifax, been with HBOS for a while and recently had to go into my branch to get my Chip and PIN card changed to a Chip and Signature card (for personal reasons); was assured it was ordered;",,,,,,,
"@CarshaltonArt @lspcrendering @JoanneRossouw @mickmor16921994 @CB69513469 @ixshopping @BarclaysUK @BankConfidenti1 @Nat_Worst @stevemiddi1 @Hercules_12th @HeenanGray @ConcernedInsid1 @Ian_Fraser @BankSigForgeCam @smepathfinder @CllrSebLeslie That &amp; staff placing papers in the window to trace from !!

That signature trainer at RBS they bad",,,,,,,
@NatWest_Help is anyone else having issues with debit card transaction coming up in notifications. I've tried uninstalling and reinstalling the app but no joy. All my setting look to be correct.,,,,,,,
"#MeettheExhibitors
#EalingBizExpo2022

The #EalingBroadway branch of @BarclaysUK has stepped up its participation in #EalingBizExpo from visitor to exhibitor in 2022, and we are looking forward to some more business inspiration from them

Exhibitor info 👉https://t.co/YUFjingbzm https://t.co/bJdhmm1loL",,,,,,,
@Schofe @LloydsBank Please show your support and sponsor me im walking 35miles in one day for Rhys family please donate https://t.co/jxEcL7dpVQ,,,,,,,
@Flakes1979 @LloydsBank Have your credit union got current accounts?,,,,,,,
@RevolutApp this 'bank' has frozen my account as they wanted me to verify the cards linked. I have done that straight away and now they won't release my funds for up to 14 days. They have left 3 kids with no food or electricity,,,,,,,
"@wimgrommen @RevolutApp Bit late for the blame game. And whatever happened, there is no reason for Russia to violate international law and attack Russia. Not now, not ever.",,,,,,,
@LloydsBank advert is just so sentimental. Feel emotional every time it's shown🐎🐴 Well done everyone involved in the making of it🐎🐎 https://t.co/GEVaVKYAZL,,,,,,,
"@TSB Hi Tom, whenever I enter my details I get this error message. Probably because I've not yet completed my registration? https://t.co/JMV7v6nd5i",,,,,,,
@RevolutApp Can you guys dm me,,,,,,,
"@NatWest_Help @NatWestGroup is anyone answering calls today? Been on hold for ages after giving up yesterday! As you are having such high volume of calls has there been some sort of data breach? Me and my dad, different addresses receiving #SCAM calls!",,,,,,,
"@NatWest_Help I did that and restarted phone, all is working now. Thanks",,,,,,,
"@StarlingBank this is an awareness post for others, Starling feel it is appropriate and ethical to stop people spending their own money on legal, registered businesses without being able to provide any policies that are in line with the FCA. I have screen shots should anyone want",,,,,,,
"@santanderukhelp Hi there, I was declined for a bank loan with you and I think I know why. I am trying to buy my car but recently enquired with Arnold Clarke about another one and applied for credit which was approved but then I withdrew. How can I resolve?",,,,,,,
@CarshaltonArt @JoanneRossouw @mickmor16921994 @CB69513469 @ixshopping @BarclaysUK @BankConfidenti1 @Nat_Worst @stevemiddi1 @Hercules_12th @efgbricklayer @HeenanGray @ConcernedInsid1 @Ian_Fraser @BankSigForgeCam @smepathfinder @CllrSebLeslie What’s more shocking is I’ve given them evidence that the same relationship managers committed Fraud using the conversations in the banks own loan risk notepad and they won’t communicate with us at present,,,,,,,
@LloydsBank *customers not consumers,,,,,,,
"@LloydsBank That could potentially take months, by which point I'll have lost many more consumers. I'd rather use GDPR/DSAR to find out exactly what data LBG hold on me so that I can better understand what's happening and figure out what to do to resolve it quickly. Thanks",,,,,,,
"@faisal_aftab @ZaynCapitalVC @msacapital @graphventures I use branchless banking in the UK @RevolutApp , @monzo  and @StarlingBank.

I also contributed in their improvement by voluntarily giving feedback on user experiences etc.

UX will be the key for NayaPay to make difference.",,,,,,,
"@Kasparov63 @MaximEristavi @RevolutApp, would you consider adding any of these donation destinations to your “Donations” section? It will make it even easier to donate, potentially incentivizing even more people to take action.",,,,,,,
"@LloydsBank 1st step is:
Tell us who you are:
Customer
A representative of the customer
A 3rd party acting on behalf of the customer
I'm not a customer, but I know that you hold my data as you are preventing Lloyds customers from making payments to my non-Lloyds account. How do I proceed?",,,,,,,
@LloydsBank Thanks,,,,,,,
@RevolutApp  please help me . I am stranded your chat agent Tyson is not replying. I need money to buy https://t.co/c5SadFq18I have stopped my card and holding my moniee,,,,,,,
@monzo second week in a row @Tesco has been unable to take payment for my online grocery order. What is going on!? 😒,,,,,,,
@SelfOppressedId @emilyobyrne1 @Berlinnaeus @RevolutApp Join the community and thank me later https://t.co/ViSNoe5fnF,,,,,,,
"@RevolutApp @Visa @Mastercard 
Can you suspend the blocking of transactions for the Russians?",,,,,,,
@HalifaxBank hi I closed my credit card account the person on the phone said it would be closed immediately but its still showing when u log in to my online account is this right?,,,,,,,
"@StarlingBank blocked my legitimate purchase of Cryptocurrency. When I have asked for the resctriction amount and the policy this was the response. Essentially they are saying ""we can't tell you how much of your own money you can spend"". This is against FCA. No policy. Absurd. https://t.co/Qdi3hSDKtD",,,,,,,
@SamuelJohnsnon @BEERG @lionelbarber @DenisMacShane @john_lichfield @FabianZuleeg You can donate via @RevolutApp.,,,,,,,
@IamStan @monzo Exactly what I am asking Monzo :),,,,,,,
"@SeraphineDrake @TSB Worry less mr Wallace can be of assistance to you at this moment he also offer various services that is satisfactory contact him via Instagram or Whatsapp +1 (757) 632-0248
https://t.co/OzEGacaKDJ",,,,,,,
"@StarlingBank @StarlingBank blocked my legitimate purchase of Cryptocurrency. When I have asked for the resctriction amount and the policy this was the response. Essentially they are saying ""we can't tell you how much of your own money you can spend"". This is against FCA. No policy. Absurd. https://t.co/447t4EfOan",,,,,,,
"@RevolutApp You can always pay for the nation of Ukraine directly not via app, where all Revolut fees are going to You think?",,,,,,,
"@monzo Txt may also look like this. The 2nd one in 45mins 🤦
#monzo #hacked #phishing #hack https://t.co/d7h8zmIFjW",,,,,,,
"@monzo Just a quick heads up. This happened today. Didn't click it.
#hacked #monzo #phishing #hack 
Stay safe and aware folks! ✌️👍 https://t.co/OwuEMzkKra",,,,,,,
"@santanderukhelp hi , have been trying to log onto online banking and it keeps showing an technical error . is this something i should worry about , if a known issue will it be for long .
thank you.",,,,,,,
@santanderukhelp when I try and make a payment on the app it always freezes my phone and I need to do a reset... is there a fix due for this?,,,,,,,
@Morrisons @asda @Morrisons take your silence as a no you don't use your pay at the pumps. @NatWest_Help @HSBC @santanderuk have you ever heard of bank mandates for this amount?,,,,,,,
@monzo - genuine?? What does it mean my session has expired??? https://t.co/gnMQHCc69e,,,,,,,
@unlaoised @BEERG @lionelbarber @DenisMacShane @john_lichfield @FabianZuleeg @RevolutApp Have done.,,,,,,,
"@LloydsBank whenever in the new forest on holiday, I was warned by locals not to pet or even approach wild horses, because people can easily get hurt by them.  Your new advert seems to be a bit irresponsible when you consider this. https://t.co/ird4xA99x9",,,,,,,
"@santanderuk @Barclays @HSBC_UK @lloyds Do you allow your customers to change their Bank Account ""nicknames"" either via online/in-person etc? And if so, do you have some sort of MFA, controls in place to limit potential fraud? NatWest haven't for c.last 2yrs b'coz of fraud risk🙄",,,,,,,
"@StarlingBank @LondonerIAm @StarlingBank blocked my legitimate purchase of Cryptocurrency. When I have asked for the resctriction amount and the policy this was the response. Essentially they are saying ""we can't tell you how much of your own money you can spend"". This is against FCA. No policy. Absurd. https://t.co/oMYmRhyJUv",,,,,,,
"@ritomaidstone @NatWest_Help @NatWestBusiness I'll advise you text *dantechs55 *
On IG,
I was also have similar issues but all Thanks to him 
Very good at what he does",,,,,,,
@NatWest_Help @NatWestBusiness This is completely absurd..  and not a great first impression as a bank for which I want to switch my business account to... no wonder you have such low customer satisfaction levels compared to other banks!!!!!!,,,,,,,
@RevolutApp I'll take the fact you haven't responded as a yes. I've closed my account.,,,,,,,
"Hello @RBS_Help  and your director #JulieBBlunden - why don't you answer my letters about the closure of Childs Bank?     @jeffprestridge 
https://t.co/hwPaKgPYcH via @MailOnline",,,,,,,
@RevolutInsider @RevolutApp @NStoronsky STOP IGNORING THAT YOUR EMPLOYEES HAVE VIOLATED FEDERAL PRIVACY AND SECURITY LAWS!!!!!,,,,,,,
"You guys have already violated federal privacy and security laws, don’t pretend to care now! @RevolutInsider @RevolutApp",,,,,,,
The latest The 3datawiseMONKEYS Daily! https://t.co/6yUFOhoQ8e Thanks to @cybraryIT @gp_pulipaka @RevolutApp #machinelearning #ai,,,,,,,
"@LloydsBank Debit card online, I'm moving hotels transfers COVID test etc. I rang the only number I have, I also use the app.",,,,,,,
"@NatWest_Help I've tried that, it keeps telling me to phone 😠",,,,,,,
"@StarlingBank blocked my legitimate purchase of Cryptocurrency. When I have asked for the resctriction amount and the policy this was the response. Essentially they are saying ""we can't tell you how much of your own money you can spend"". This is against FCA. No policy. Absurd. https://t.co/vFhr2FJcww",,,,,,,
@MarcIsCoding @RevolutApp Why UK only?,,,,,,,
@RevolutApp @StevieRipple @RevolutInsider Where is the SOLO airdrop?,,,,,,,
@LloydsBank hi there I’m trying to get into my Lloyds account and do a transfer via the app but it’s not working and saying there’s technical issues - is the app down?,,,,,,,
@RevolutApp Hey @RevolutApp  Is it possible that your service will suffer from the international sanctions? are funds safe?,,,,,,,
"@santanderukhelp No, I received 2 texts to ask me whether I was trying to make a transaction, but first blocking the transaction.  Not helpful at the check in queue.  Had to use alternative means of payment that may cost me",,,,,,,
@santanderukhelp I have repeatedly been told (this is for a business account) that this is no longer necessary and my pin number is all I would need for verification.  This has been the case for several years.,,,,,,,
"@HalifaxBank No notes. Had I known this was going to happen I would’ve saved some. Also there was no option to add pics, unless that would come after pressing submit, instead of this page. I will call tomorrow and refuse to get off the phone until I get a remotely satisfactory outcome.",,,,,,,
"@santanderukhelp Nothing will change, except who I bank with. £7.50/ month when free banking is available",,,,,,,
"@HalifaxBank You did however send me a generic email claiming to be their for any of your customers who had been effected by the storms last wkend, hence why I decided to try make my claim this week rather than next/tomorrow.",,,,,,,
"@NatWest_Help Whilst you are here, I have a new debit card, contactless not working anywhere. It's switched from visa to MasterCard. Is this usual? It's failed so many places",,,,,,,
"Barclays has opportunities in more than just banking and finance – check out their roles in data &amp; analytics, technology, operations, web development, marketing and cyber security on Gradcracker.

https://t.co/J4GEmYsRt8

@BarclaysUK https://t.co/T0zChwaqVb",,,,,,,
@santanderukhelp Yeah and there’s not. Is there an other option?,,,,,,,
"@louisgtache @Edenluucas1 @cryptocom @binance @coinbase @RevolutApp 👨‍🚀 MemeForce 👨‍🚀

🎟Presale Feb 28th 10pm UTC 
🚀Launch Mar 1st 10pm UTC

#MemeForce 👨‍🚀is a cross chain Launchpad 🚀🌠

🌋 Unique #Launchpad platform 
⚖ #Ethereum/#BSC Bridge
🥊 Heavy #Marketing
📈 #DEX/#CEX listings
🕹 #P2E Game 
❇ Exclusive #NFTs

📱 https://t.co/e3OTHPm60V",,,,,,,
@monzo can we not please https://t.co/dyw0E4wDdh,,,,,,,
@DarrylMagher @LloydsBank Yet again the disgusting greedy fat cats put profit above people!,,,,,,,
@santanderukhelp Hi I currently have a mortgage with you guys and selected paper free correspondence but still received the annual summary by post. Is there any way to keep it by email only.,,,,,,,
"@HalifaxBank Can you arrange a call back for me, I have been talking to your very unhelpful messaging service, have called several times since 8:30am this morning and spoke to numerous people, and still no clear answer to my question",,,,,,,
"@HalifaxBank hey Halifax, am I funding the invasion of Ukraine through you? I am a UK bank account customer of yours. Have you lent my money to any companies which are part owned by sanctioned people, or by the Russian government? Please say, if so.",,,,,,,
"@monzo or @StarlingBank , we are looking for new business account, are you accepting new client?",,,,,,,
@MelMx__ @monzo can you let us know please because we didn’t ask for this feature and quite frankly it’s not welcomed. 😤,,,,,,,
"@santanderukhelp Well you were supposed to ring me, weren't you?",,,,,,,
@John_Sandall @WhatsApp @PayPal @MacPaw @SparkMailApp @Readdle @Snapchat @Grammarly @RevolutApp @solana Thanks for taking the time out and mentioning us🙌,,,,,,,
@santanderukhelp Hi.  I can't set up a s/o for the last working day of the month through online banking.  Can the Contact Centre do it for me?,,,,,,,
"@HalifaxBank I've checked my online banking, all seems ok. Haven't had any issues up until this. I was trying to buy on Etsy if that's any help. Thanks",,,,,,,
@monzo It’s only been 24hr but it really shouldn’t take this long considering the minimum is time is 5 minutes,,,,,,,
@HalifaxBank why’s it so hard to get help from a bank for people who work?! I don’t have time to call you but you offer a messaging service that is ONLY run by a robot. What’s the point?! 🤬,,,,,,,
@santanderukhelp Thanks for your reply. I'm trying to claim back £45. Booked a room at the Hare &amp; Hounds for NYE through https://t.co/VZAlRNgqK0. 2 days before our arrival the hotel cancelled saying they had no rooms spare. I've been on the phone to 'Girlie'? Via my lounge key number,,,,,,,
@HalifaxBank @GOVUK Kindly support and show some love for Ukraine 🇺🇦,,,,,,,
@HalifaxBank Thanks. I've done that,,,,,,,
"@HalifaxBank Hi Scott, yeah it happens on both. There's no updates available and I've deleted and installed again, it still happens",,,,,,,
The fucking embarrassing utter disgrace that I paid in 30 years to @Barclays @BarclaysUK packaged travel account about 3 grand... oh my partner now has Cancer and woe we don't cover that. Might cost us too much. #fraud #nomorals #robbingbastards #scandal #Corporate,,,,,,,
Oh they’re gonna help me?? FOR SURE like you said. Yeah bullshit you scamming bitches @RevolutApp,,,,,,,
"@HalifaxBank Hey Scott, yes I can log on via the desktop site",,,,,,,
"@VCCPBusiness @StarlingBank @StarlingBank this is an awareness post for others, Starling feel it is appropriate and ethical to stop people spending their own money on legal, registered businesses without being able to provide any policies that are in line with the FCA. I have screen shots should anyone want",,,,,,,
"@santanderukhelp Promised a phone call in 3 working days re credit card application, now been 5 and no call #poorcustomerservice",,,,,,,
"@RevolutApp ""One of Revolut founders is Storonsky. His father Nikolay Mironovich Storonsky is Deputy General Director of Science for Gazprom Promgaz since 2017, and First Deputy General Director for Science Gazprom Promgaz OAO.""- bbye Revolut 💔🇺🇦",,,,,,,
@lon2018 @RevolutApp ALL share and repost,,,,,,,
@Jadeite274 @HSBC_UK You need to do what I do. I have 2 passwords a standard one for most things and one which has a capital letter a few numbers and a special character this way I only ever have 2 to remember,,,,,,,
@HalifaxBank Are you sure? https://t.co/BeaDOJVyBo,,,,,,,
@NatWest_Help Yeah they were because I have not been able to log into my acocunt because of your dumb system to update them since I moved 3 months ago. How is it secure sending codes in the post that anyone could open and access your details?,,,,,,,
@LloydsBank have THE best adverts ❤️❤️#blackhorses #BlackHorse,,,,,,,
@NatWest_Help But how are you supposed to update your details when you are blocked out from logging in because you cannot remember the password...when you have all other important bank related details. You used to be able to sort this all out online in the past. This is tim consuming waste,,,,,,,
@RevolutApp Please note: https://t.co/3rFkcpoTuf,,,,,,,
@smallthingscp @BuryVCFA @MikeWildMacc @what_claire_did @CooperativeBank Oh Thankyou ! It feels totally upside down x,,,,,,,
I just saw THAT @HalifaxBank advert. Filmed in my hometown. Looks NOTHING like my hometown. I WISH my hometown looked that nice.,,,,,,,
@rdmperrygoogle1 @monzo I can help you leave a direct message for me,,,,,,,
@monzo Thank you. Just wondering how I upgrade my joint account to Plus please? It’s that account I’d want the virtual cards on for the pots not my personal. Thanks,,,,,,,
@HSBC @HSBC_UK pt2. Your interest rates at the moment are shocking!!,,,,,,,
"When looking for banking options in the midst of war in Ukraine,  @RevolutApp is an option and they seem to be attempting to do things right. 
https://t.co/oXBnOt536m",,,,,,,
@no1feministt @RevolutApp shame shame,,,,,,,
@RevolutApp Done! 🙏🏽,,,,,,,
@RevolutApp is my money safe with you? I know you are uk based company but have Russian owners?,,,,,,,
@speakerengine @monzo Think yourself lucky!! i had a Monzo account for somw time While on the verge of moving most of my banking to them i got a curt message thatm my account was closed no reason given and irrevocable said would move mone to another bank it would take 5 weeks glad i only had small sum,,,,,,,
Does anyone know if @RevolutApp is Russian owned ? 🇺🇦,,,,,,,
"@peteear @johnhutchison2 @RevolutApp 🚨FAIRLAUNCH LIVE🚨
🔥NO BUY LIMITS🔥
🔥SOFT CAP BNB 10 ONLY🔥
💥LISTED AT DEX TRADE EXCHANGE / COINGECKO APPLIED💥
✅ KYC VERIFIED TEAM
✅ AUDITED CONTRACT
Token Name: Meta Cash Wallet (MCW)
Telegram: https://t.co/dFU6vQkM8M
https://t.co/u7laBauV5m",,,,,,,
@RevolutApp declined transaction but charged me anyway… failed transaction but holding funds for the sake of it. Customer service unhelpful - computer says no! Not happy!,,,,,,,
"I’ve just made a donation to @BritishRedCross @IFRCSA using @RevolutApp but NO UK GIFT AID WAS CLAIMED which would add 25% to my donation!!Revolut are claiming £600k+ donations from customers, but this means RedCross lost out on £150k+ GiftAid. Please DO NOT donate via Revolut 🙏",,,,,,,
"@xiimxiim @RevolutApp I lost all hope and felt it was over not until I was recommended to this hardworking man #net_dice_7 on IG by a friend, he's the best..you can reach him on what'sapp also +13322526583 💯 he is amazing Message them for help now 

https://t.co/RpFw24XCJx",,,,,,,
@HalifaxBank I wondered if you could help- my late aunty opened some kind of bank account for me about 25-30 years ago which I only have vague recollection about. I remember getting a cat shaped box with Halifax on it. I don’t have an account number or anything however!,,,,,,,
@HalifaxBank Great thank you! Just found an image online of exactly what I had. Would be great to find out there’s a bit of money in it haha! https://t.co/Ld9md3ZCll,,,,,,,
"I have a French card in @RevolutApp linked to ko-fi - it should be fine to transfer. Even a small amount will be very helpful.

I will also open commissions as soon as my problem with living is solved.",,,,,,,
"@NatWest_Help Brill, thanks for your help! 😁",,,,,,,
"Yorkshire Business Confidence On Upward Trajectory  @LloydsBank
https://t.co/3h0IX6tRvr",,,,,,,
"Feature idea for @StarlingBank - setup automatic disbursement of income. I want to automatically send my salary to spaces and joint accounts, but I don't get paid on a fixed date. 1/5",,,,,,,
@RevolutApp Thanks following now,,,,,,,
@HalifaxBank Surely saying 5 days and it’s now ten don’t give time scales if can’t stick to them this was started in December it’s nearly March now,,,,,,,
@RevolutApp Done!,,,,,,,
@HalifaxBank Yes I’ll Dm you,,,,,,,
@HSBC_UK is HSBC internet banking down?,,,,,,,
@TSB  any chance the mobile app will be back working soon??,,,,,,,
@NegreBalsamique @RevolutApp I suggest you message @AntiTrafico_DF . He's really the dude who was able to restore my hacked account and very trustworthy person to work with.✅,,,,,,,
@LloydsBank Nonsensical advertising,,,,,,,
Happy I switched to @BarclaysUK two months ago. Payments down again? @AskNationwide are still pants 😂,,,,,,,
"@santanderukhelp I did it online, i have done it before (last month!) and it was ok, but now i need it because i want to actually settle. It just doesnt recognise me anymore.",,,,,,,
"@RevolutApp I am receiving reminders to join the Revolut Bank and I was interested to until a top urgent Bank transfer of more than 9000 usd through the app was stucked for more than 15 days now with someone different asking me each day to be ""patient""...still no real answer..What a shame..",,,,,,,
@RevolutApp can we still exchange money to Russian ruble or is it not a good idea right now because of all the sanctions? Is there a risk of losing money that I already exchanged to rubles?,,,,,,,
"New podcast: I went inside @LloydsBank to chat to @TomKegode to hear how an employers of 70,000 people is allowing flexibility to shape their new working. Employees are invited to think about their preferred 'work style' - home, hub or hybrid.

https://t.co/K4oEnFGLq0",,,,,,,
@santanderukhelp I need an emergency overdraft just for 15days,,,,,,,
Really looking forward to this afternoon's 'Learning Lab - Talking with Boys' w @SEAresource @TenderUK @FutureMenUK @LloydsBank and boys and teachers from several schools. The event's at capacity but hope we can share insights widely #MenAndBoysVoices,,,,,,,
@lspcrendering @BarclaysUK Have the police not interviewed the solicitor under caution?,,,,,,,
"@HalifaxBank disgusting bully boy tactics. I tried to make a payment, after all the security I have to phone - 30+mins wait. Payment made thro another bank. I call to cancel the unpaid payment, 20 mins I tell your agent I have no more time so now you have put a stop on my account",,,,,,,
@santanderukhelp I have applied before and been turnd down just wanted a short term solution,,,,,,,
"@CooperativeBank 25 min in the phone queue, Given up!",,,,,,,
@BarclaysUK You've sent me a form for tax residency but no pre-paid envelope. Please can you tell me who I post this to?,,,,,,,
@santanderukhelp Still waiting for my full refund..,,,,,,,
@SoftDvil @JurateJW @JohnWallTooting @RevolutApp also ceo of revolut is also ceo of gazprom,,,,,,,
@NatWest_Help is there a problem with online banking? Keep trying to reset pin password but comes up with service unavailable,,,,,,,
"@BTC_Archive I want too, but @RevolutApp doesn’t allow it. it’s been promised and no option to withdraw. a joke!",,,,,,,
"@ChestyLaRoux87 @NatWest_Help Since my first tweet, my payment still hasn't updated my balance, though it is still showing up paid in transactions. Your help would be greatly appreciated. Thanks.",,,,,,,
"@Georgiebird3 @HSBC_UK Hi Georgie, we're so glad to hear you're enjoying your account with us!",,,,,,,
@LloydsBank @Naijagreenwich You can’t even get simple instructions and communication advice right!,,,,,,,
@LloydsBank Love this so much,,,,,,,
"@RevolutApp I did and you told me there’s nothing you can do 😂 please go waste someone else’s time, I need to find a new bank 🙃🙃🙃",,,,,,,
"@HSBC_UK

Can you send me exact instructions on how to set up a new payee on your internet bankning so that I can talk my parents through how to do it. Last time, they had problems.",,,,,,,
@HSBC_UK I have been asked by phone from someone claiming to be from HSBC to email a document to them with the email address CMB.OKYC.Response@HSBC.com. Can you please advise if this is a legitimate email address?,,,,,,,
@Schofe @LloydsBank Let uk people go over fight give us transport help us help ukraine I want to go over fight help them. Come on uk government help us get there we all volunteering ffs,,,,,,,
@SkyHelpTeam and @RBS_Help  hi I've sent you both a private message,,,,,,,
@AskNationwide what is happening at the moment? I've been advised there's delayed payment from my wages - any idea when this will be online? I am considering switching to @StarlingBank seriously at the moment,,,,,,,
"@TSB Is there problems with the mobile banking app this morning? Keep getting 'oops sorry' on the payment approval page, not ideal when things need paid!",,,,,,,
@TSB I can't approve payments today on my banking app... when will this system be working...???,,,,,,,
@TSB @BarbaraSutton15 I also can't 'approve payments' from my online banking today either and its impossible to get through to customer service on the phone this morning.....,,,,,,,
@LloydsBank so everytime I try to log on to my mobile banking and entering my memorable info it says sorry payment failed but failing to log in??,,,,,,,
"Shocking service as ever from @NatWest_Help, requested a callback - they call me back and I'm still waiting 16 mins for an advisor...from the call back",,,,,,,
"@NatWest_Help trying to pay my holiday off this morning through membership benefits, payments will not authorise is there an issue with the website?",,,,,,,
@HalifaxBank so a newly issued passport isn’t enough proof to change my name on my son’s account? But a driving licence was enough proof beforepp. Before you ask HMPO has all my original documentation.,,,,,,,
@RevolutApp  I need to change my name and address. How do I do this? Thanks,,,,,,,
"@santanderukhelp Despite the economic crisis,this is still a good time to invest in gold and crypto. The rich spend less and invest more, investing in this economic crisis will be the best thing to do…I think crypto will be more profitable click on link  to start 👇👇👇👇 https://t.co/u9tEHVlIvR",,,,,,,
"@monzo Welp, that didn’t work:/ I selected pink! 😔 https://t.co/iZnOTbGycz",,,,,,,
"Dreadful, dreadful service from @TSB in Pitsea, Essex today. Woman was completely unhelpful. I'd leave but it's the only bank that hasn't abandoned that poxy ghost town.",,,,,,,
"@RBS_Help 

Trying to verify new credit card on Apple Wallet. 

1) Apple Wallet has one option to do this and it is to call RBS
2) Calling RBS advises you to use the RBS app
3) Using the RBS app advises you to do so via Apple Wallet

🔄🔄🔄

Using the chat bot is useless!!!",,,,,,,
"@LloydsBank hi, I want to cancel my home and contents insurance, on the letter it says I can do this online but I've looked everywhere on the app and the web version and can't see the option anywhere. Any advice? Thanks!",,,,,,,
"@Sally42469227 @TSB I’m trying to pay my rent too, hopeless x",,,,,,,
".@LloydsBank outlines a £1 billion three year #digitalisation strategy, which will overhaul its technology infrastructure and self-service capabilities https://t.co/0gPRmsLMVA",,,,,,,
@rebel11_11 @AskNationwide I've just switched to @StarlingBank - been using them for years and very easy to deal with,,,,,,,
@RevolutApp can I still transfer money into Russia?,,,,,,,
"@RevolutApp @louisgtache @BabyDogeCoin Thanks for responding @RevolutApp 
We LOVE our #BabyDogeCoin for the LOVE of dogs! #DogLovers #catlovers #SaveDogs https://t.co/oXSTn3fjg9",,,,,,,
@elliottucker @RevolutApp @irishredcross Stop using that f… russian app if you really want to help… wtf,,,,,,,
"@HSBC_UK I’m seeking clarification on the terms of the policy, my daughter lives with us and are her possessions covered? Secondly do I need to inform you if high value items?",,,,,,,
'We left our Dad in Kyiv': the bravery of this little boy https://t.co/S3DMKnHag3 via @YouTube 😔 One really quick and easy way to help is to donate to the Red Cross via @RevolutApp,,,,,,,
"@NatWest_Help hi. I recently switched my current account to you and deposited the £1250 required to get the £150 switch reward but I haven’t received the switch reward, or a notification to tell me it’s on its way. Could you help please? Thanks",,,,,,,
@santanderukhelp  booked a flight to Vienna with Ryanair then Austria went into lock down. Santander and  Ryanair said NO to refund as the flight went so both companies wanted me to travel illegally and live on the streets with no accommodation and nowhere open for 4 days in  Nov,,,,,,,
"@LloydsBank Hi I don’t have time, if someone wants to call me they can but I’m at work so I don’t have time to call or go into a Lloyds bank",,,,,,,
@santanderukhelp can I dm you please,,,,,,,
@BarclaysUK might be an idea to update ALL of your listings when a branch closes down !!! 😖 https://t.co/e8e8y7Ttkd,,,,,,,
"@RevolutApp Yesterday I signed up for Revolut but I have not completed all the procedure to receive the bonus, do I still have time to do so? I have already deposited € 40 into my account and made a purchase of € 35.",,,,,,,
"A huge thank you to @HSBC_UK staff for visiting Bromley Campus to talk to our students about making #sustainable choices, budgeting &amp; spending habits. It provided much food for thought and reminded us that small changes can make a big difference individually and environmentally. https://t.co/HHVPYnijjR",,,,,,,
@HSBC_UK I've sent it in twice by email 2 this email address 🤔,,,,,,,
Hello @monzo is it regular practice for your bank to ignore victims of fraud? Myself and my bank have reached out regarding this and have had no response from you for weeks.,,,,,,,
"@monzo I’d be happy to but you hide it so well these days, how do I get to it?",,,,,,,
"(Yes I’m aware that my opinion of most banks is that they are slow and outdated but the pure fact that I can do EVERYTHING I want to on @monzo’s app and I can’t do some of the basics in the @AskNationwide app says a lot)

I’m quite open about my opinion as you can tell.",,,,,,,
